
540621	540600	3	district	嘉黎县	540000,540600,540621	西藏自治区,那曲市,嘉黎县	西藏自治区	那曲市	嘉黎县	93.232907	30.640846
540629	540600	3	district	尼玛县	540000,540600,540629	西藏自治区,那曲市,尼玛县	西藏自治区	那曲市	尼玛县	87.236646	31.784979
540630	540600	3	district	双湖县	540000,540600,540630	西藏自治区,那曲市,双湖县	西藏自治区	那曲市	双湖县	88.838578	33.18698
542500	540000	2	city	阿里地区	540000,542500	西藏自治区,阿里地区	西藏自治区	阿里地区		80.105498	32.503187
542526	542500	3	district	改则县	540000,542500,542526	西藏自治区,阿里地区,改则县	西藏自治区	阿里地区	改则县	84.062384	32.302076
542522	542500	3	district	札达县	540000,542500,542522	西藏自治区,阿里地区,札达县	西藏自治区	阿里地区	札达县	79.803191	31.478587
542527	542500	3	district	措勤县	540000,542500,542527	西藏自治区,阿里地区,措勤县	西藏自治区	阿里地区	措勤县	85.159254	31.016774
542521	542500	3	district	普兰县	540000,542500,542521	西藏自治区,阿里地区,普兰县	西藏自治区	阿里地区	普兰县	81.177588	30.291896
542524	542500	3	district	日土县	540000,542500,542524	西藏自治区,阿里地区,日土县	西藏自治区	阿里地区	日土县	79.731937	33.382454
542525	542500	3	district	革吉县	540000,542500,542525	西藏自治区,阿里地区,革吉县	西藏自治区	阿里地区	革吉县	81.142896	32.389192
542523	542500	3	district	噶尔县	540000,542500,542523	西藏自治区,阿里地区,噶尔县	西藏自治区	阿里地区	噶尔县	80.105005	32.503373
340000	100000	1	province	安徽省	340000	安徽省	安徽省			117.283042	31.86119
341200	340000	2	city	阜阳市	340000,341200	安徽省,阜阳市	安徽省	阜阳市		115.819729	32.896969
341203	341200	3	district	颍东区	340000,341200,341203	安徽省,阜阳市,颍东区	安徽省	阜阳市	颍东区	115.858747	32.908861
341202	341200	3	district	颍州区	340000,341200,341202	安徽省,阜阳市,颍州区	安徽省	阜阳市	颍州区	115.813914	32.891238
341222	341200	3	district	太和县	340000,341200,341222	安徽省,阜阳市,太和县	安徽省	阜阳市	太和县	115.627243	33.16229
341204	341200	3	district	颍泉区	340000,341200,341204	安徽省,阜阳市,颍泉区	安徽省	阜阳市	颍泉区	115.804525	32.924797
341221	341200	3	district	临泉县	340000,341200,341221	安徽省,阜阳市,临泉县	安徽省	阜阳市	临泉县	115.261688	33.062698
341225	341200	3	district	阜南县	340000,341200,341225	安徽省,阜阳市,阜南县	安徽省	阜阳市	阜南县	115.590534	32.638102
341226	341200	3	district	颍上县	340000,341200,341226	安徽省,阜阳市,颍上县	安徽省	阜阳市	颍上县	116.259122	32.637065
341282	341200	3	district	界首市	340000,341200,341282	安徽省,阜阳市,界首市	安徽省	阜阳市	界首市	115.362117	33.26153
340500	340000	2	city	马鞍山市	340000,340500	安徽省,马鞍山市	安徽省	马鞍山市		118.507906	31.689362
340506	340500	3	district	博望区	340000,340500,340506	安徽省,马鞍山市,博望区	安徽省	马鞍山市	博望区	118.843742	31.562321
340503	340500	3	district	花山区	340000,340500,340503	安徽省,马鞍山市,花山区	安徽省	马鞍山市	花山区	118.511308	31.69902
340504	340500	3	district	雨山区	340000,340500,340504	安徽省,马鞍山市,雨山区	安徽省	马鞍山市	雨山区	118.493104	31.685912
340523	340500	3	district	和县	340000,340500,340523	安徽省,马鞍山市,和县	安徽省	马鞍山市	和县	118.362998	31.716634
340522	340500	3	district	含山县	340000,340500,340522	安徽省,马鞍山市,含山县	安徽省	马鞍山市	含山县	118.105545	31.727758
340521	340500	3	district	当涂县	340000,340500,340521	安徽省,马鞍山市,当涂县	安徽省	马鞍山市	当涂县	118.489873	31.556167
340600	340000	2	city	淮北市	340000,340600	安徽省,淮北市	安徽省	淮北市		116.794664	33.971707
340602	340600	3	district	杜集区	340000,340600,340602	安徽省,淮北市,杜集区	安徽省	淮北市	杜集区	116.833925	33.991218
340604	340600	3	district	烈山区	340000,340600,340604	安徽省,淮北市,烈山区	安徽省	淮北市	烈山区	116.809465	33.889529
340603	340600	3	district	相山区	340000,340600,340603	安徽省,淮北市,相山区	安徽省	淮北市	相山区	116.790775	33.970916
340621	340600	3	district	濉溪县	340000,340600,340621	安徽省,淮北市,濉溪县	安徽省	淮北市	濉溪县	116.767435	33.916407
340800	340000	2	city	安庆市	340000,340800	安徽省,安庆市	安徽省	安庆市		117.043551	30.50883
340828	340800	3	district	岳西县	340000,340800,340828	安徽省,安庆市,岳西县	安徽省	安庆市	岳西县	116.360482	30.848502
340811	340800	3	district	宜秀区	340000,340800,340811	安徽省,安庆市,宜秀区	安徽省	安庆市	宜秀区	117.070003	30.541323
340881	340800	3	district	桐城市	340000,340800,340881	安徽省,安庆市,桐城市	安徽省	安庆市	桐城市	116.959656	31.050576
340882	340800	3	district	潜山市	340000,340800,340882	安徽省,安庆市,潜山市	安徽省	安庆市	潜山市	116.573665	30.638222
340802	340800	3	district	迎江区	340000,340800,340802	安徽省,安庆市,迎江区	安徽省	安庆市	迎江区	117.044965	30.506375
340825	340800	3	district	太湖县	340000,340800,340825	安徽省,安庆市,太湖县	安徽省	安庆市	太湖县	116.305225	30.451869
340827	340800	3	district	望江县	340000,340800,340827	安徽省,安庆市,望江县	安徽省	安庆市	望江县	116.690927	30.12491
340826	340800	3	district	宿松县	340000,340800,340826	安徽省,安庆市,宿松县	安徽省	安庆市	宿松县	116.120204	30.158327
340803	340800	3	district	大观区	340000,340800,340803	安徽省,安庆市,大观区	安徽省	安庆市	大观区	117.034512	30.505632
340822	340800	3	district	怀宁县	340000,340800,340822	安徽省,安庆市,怀宁县	安徽省	安庆市	怀宁县	116.828664	30.734994
341700	340000	2	city	池州市	340000,341700	安徽省,池州市	安徽省	池州市		117.489157	30.656037
341723	341700	3	district	青阳县	340000,341700,341723	安徽省,池州市,青阳县	安徽省	池州市	青阳县	117.857395	30.63818
341721	341700	3	district	东至县	340000,341700,341721	安徽省,池州市,东至县	安徽省	池州市	东至县	117.021476	30.096568
341702	341700	3	district	贵池区	340000,341700,341702	安徽省,池州市,贵池区	安徽省	池州市	贵池区	117.488342	30.657378
341722	341700	3	district	石台县	340000,341700,341722	安徽省,池州市,石台县	安徽省	池州市	石台县	117.482907	30.210324
340700	340000	2	city	铜陵市	340000,340700	安徽省,铜陵市	安徽省	铜陵市		117.816576	30.929935
340711	340700	3	district	郊区	340000,340700,340711	安徽省,铜陵市,郊区	安徽省	铜陵市	郊区	117.80707	30.908927
340722	340700	3	district	枞阳县	340000,340700,340722	安徽省,铜陵市,枞阳县	安徽省	铜陵市	枞阳县	117.222027	30.700615
340705	340700	3	district	铜官区	340000,340700,340705	安徽省,铜陵市,铜官区	安徽省	铜陵市	铜官区	117.816167	30.927613
340706	340700	3	district	义安区	340000,340700,340706	安徽省,铜陵市,义安区	安徽省	铜陵市	义安区	117.792288	30.952338
341000	340000	2	city	黄山市	340000,341000	安徽省,黄山市	安徽省	黄山市		118.317325	29.709239
341003	341000	3	district	黄山区	340000,341000,341003	安徽省,黄山市,黄山区	安徽省	黄山市	黄山区	118.136639	30.294517
341023	341000	3	district	黟县	340000,341000,341023	安徽省,黄山市,黟县	安徽省	黄山市	黟县	117.942911	29.923812
341024	341000	3	district	祁门县	340000,341000,341024	安徽省,黄山市,祁门县	安徽省	黄山市	祁门县	117.717237	29.853472
341021	341000	3	district	歙县	340000,341000,341021	安徽省,黄山市,歙县	安徽省	黄山市	歙县	118.428025	29.867748
341002	341000	3	district	屯溪区	340000,341000,341002	安徽省,黄山市,屯溪区	安徽省	黄山市	屯溪区	118.317354	29.709186
341022	341000	3	district	休宁县	340000,341000,341022	安徽省,黄山市,休宁县	安徽省	黄山市	休宁县	118.188531	29.788878
341004	341000	3	district	徽州区	340000,341000,341004	安徽省,黄山市,徽州区	安徽省	黄山市	徽州区	118.339743	29.825201
340300	340000	2	city	蚌埠市	340000,340300	安徽省,蚌埠市	安徽省	蚌埠市		117.363228	32.939667
340311	340300	3	district	淮上区	340000,340300,340311	安徽省,蚌埠市,淮上区	安徽省	蚌埠市	淮上区	117.34709	32.963147
340322	340300	3	district	五河县	340000,340300,340322	安徽省,蚌埠市,五河县	安徽省	蚌埠市	五河县	117.888809	33.146202
340321	340300	3	district	怀远县	340000,340300,340321	安徽省,蚌埠市,怀远县	安徽省	蚌埠市	怀远县	117.200171	32.956934
340304	340300	3	district	禹会区	340000,340300,340304	安徽省,蚌埠市,禹会区	安徽省	蚌埠市	禹会区	117.35259	32.931933
340303	340300	3	district	蚌山区	340000,340300,340303	安徽省,蚌埠市,蚌山区	安徽省	蚌埠市	蚌山区	117.355789	32.938066
340302	340300	3	district	龙子湖区	340000,340300,340302	安徽省,蚌埠市,龙子湖区	安徽省	蚌埠市	龙子湖区	117.382312	32.950452
340323	340300	3	district	固镇县	340000,340300,340323	安徽省,蚌埠市,固镇县	安徽省	蚌埠市	固镇县	117.315962	33.318679
341100	340000	2	city	滁州市	340000,341100	安徽省,滁州市	安徽省	滁州市		118.316264	32.303627
341182	341100	3	district	明光市	340000,341100,341182	安徽省,滁州市,明光市	安徽省	滁州市	明光市	117.998048	32.781206
341181	341100	3	district	天长市	340000,341100,341181	安徽省,滁州市,天长市	安徽省	滁州市	天长市	119.011212	32.6815
341126	341100	3	district	凤阳县	340000,341100,341126	安徽省,滁州市,凤阳县	安徽省	滁州市	凤阳县	117.562461	32.867146
341125	341100	3	district	定远县	340000,341100,341125	安徽省,滁州市,定远县	安徽省	滁州市	定远县	117.683713	32.527105
341122	341100	3	district	来安县	340000,341100,341122	安徽省,滁州市,来安县	安徽省	滁州市	来安县	118.433293	32.450231
341103	341100	3	district	南谯区	340000,341100,341103	安徽省,滁州市,南谯区	安徽省	滁州市	南谯区	118.296955	32.329841
341102	341100	3	district	琅琊区	340000,341100,341102	安徽省,滁州市,琅琊区	安徽省	滁州市	琅琊区	118.316475	32.303797
341124	341100	3	district	全椒县	340000,341100,341124	安徽省,滁州市,全椒县	安徽省	滁州市	全椒县	118.268576	32.09385
341800	340000	2	city	宣城市	340000,341800	安徽省,宣城市	安徽省	宣城市		118.757995	30.945667
341882	341800	3	district	广德市	340000,341800,341882	安徽省,宣城市,广德市	安徽省	宣城市	广德市	119.417521	30.893116
341825	341800	3	district	旌德县	340000,341800,341825	安徽省,宣城市,旌德县	安徽省	宣城市	旌德县	118.543081	30.288057
341824	341800	3	district	绩溪县	340000,341800,341824	安徽省,宣城市,绩溪县	安徽省	宣城市	绩溪县	118.594705	30.065267
341802	341800	3	district	宣州区	340000,341800,341802	安徽省,宣城市,宣州区	安徽省	宣城市	宣州区	118.758412	30.946003
341821	341800	3	district	郎溪县	340000,341800,341821	安徽省,宣城市,郎溪县	安徽省	宣城市	郎溪县	119.185024	31.127834
341881	341800	3	district	宁国市	340000,341800,341881	安徽省,宣城市,宁国市	安徽省	宣城市	宁国市	118.983407	30.626529
341823	341800	3	district	泾县	340000,341800,341823	安徽省,宣城市,泾县	安徽省	宣城市	泾县	118.412397	30.685975
340200	340000	2	city	芜湖市	340000,340200	安徽省,芜湖市	安徽省	芜湖市		118.376451	31.326319
340222	340200	3	district	繁昌区	340000,340200,340222	安徽省,芜湖市,繁昌区	安徽省	芜湖市	繁昌区	118.201349	31.080896
340281	340200	3	district	无为市	340000,340200,340281	安徽省,芜湖市,无为市	安徽省	芜湖市	无为市	117.911432	31.303075
340202	340200	3	district	镜湖区	340000,340200,340202	安徽省,芜湖市,镜湖区	安徽省	芜湖市	镜湖区	118.376343	31.32559
340221	340200	3	district	湾沚区	340000,340200,340221	安徽省,芜湖市,湾沚区	安徽省	芜湖市	湾沚区	118.572301	31.145262
340207	340200	3	district	鸠江区	340000,340200,340207	安徽省,芜湖市,鸠江区	安徽省	芜湖市	鸠江区	118.400174	31.362716
340223	340200	3	district	南陵县	340000,340200,340223	安徽省,芜湖市,南陵县	安徽省	芜湖市	南陵县	118.337104	30.919638
340203	340200	3	district	弋江区	340000,340200,340203	安徽省,芜湖市,弋江区	安徽省	芜湖市	弋江区	118.377476	31.313394
341300	340000	2	city	宿州市	340000,341300	安徽省,宿州市	安徽省	宿州市		116.984084	33.633891
341302	341300	3	district	埇桥区	340000,341300,341302	安徽省,宿州市,埇桥区	安徽省	宿州市	埇桥区	116.983309	33.633853
341324	341300	3	district	泗县	340000,341300,341324	安徽省,宿州市,泗县	安徽省	宿州市	泗县	117.885443	33.47758
341322	341300	3	district	萧县	340000,341300,341322	安徽省,宿州市,萧县	安徽省	宿州市	萧县	116.945399	34.183266
341323	341300	3	district	灵璧县	340000,341300,341323	安徽省,宿州市,灵璧县	安徽省	宿州市	灵璧县	117.551493	33.540629
341321	341300	3	district	砀山县	340000,341300,341321	安徽省,宿州市,砀山县	安徽省	宿州市	砀山县	116.351113	34.426247
340400	340000	2	city	淮南市	340000,340400	安徽省,淮南市	安徽省	淮南市		117.018329	32.647574
340421	340400	3	district	凤台县	340000,340400,340421	安徽省,淮南市,凤台县	安徽省	淮南市	凤台县	116.722769	32.705382
340405	340400	3	district	八公山区	340000,340400,340405	安徽省,淮南市,八公山区	安徽省	淮南市	八公山区	116.841111	32.628229
340406	340400	3	district	潘集区	340000,340400,340406	安徽省,淮南市,潘集区	安徽省	淮南市	潘集区	116.816879	32.782117
340402	340400	3	district	大通区	340000,340400,340402	安徽省,淮南市,大通区	安徽省	淮南市	大通区	117.052927	32.632066
340403	340400	3	district	田家庵区	340000,340400,340403	安徽省,淮南市,田家庵区	安徽省	淮南市	田家庵区	117.018318	32.644342
340404	340400	3	district	谢家集区	340000,340400,340404	安徽省,淮南市,谢家集区	安徽省	淮南市	谢家集区	116.865354	32.598289
340422	340400	3	district	寿县	340000,340400,340422	安徽省,淮南市,寿县	安徽省	淮南市	寿县	116.785349	32.577304
341600	340000	2	city	亳州市	340000,341600	安徽省,亳州市	安徽省	亳州市		115.782939	33.869338
341623	341600	3	district	利辛县	340000,341600,341623	安徽省,亳州市,利辛县	安徽省	亳州市	利辛县	116.207782	33.143503
341602	341600	3	district	谯城区	340000,341600,341602	安徽省,亳州市,谯城区	安徽省	亳州市	谯城区	115.781214	33.869284
341621	341600	3	district	涡阳县	340000,341600,341621	安徽省,亳州市,涡阳县	安徽省	亳州市	涡阳县	116.211551	33.502831
341622	341600	3	district	蒙城县	340000,341600,341622	安徽省,亳州市,蒙城县	安徽省	亳州市	蒙城县	116.560337	33.260814
340100	340000	2	city	合肥市	340000,340100	安徽省,合肥市	安徽省	合肥市		117.283042	31.86119
340124	340100	3	district	庐江县	340000,340100,340124	安徽省,合肥市,庐江县	安徽省	合肥市	庐江县	117.289844	31.251488
340111	340100	3	district	包河区	340000,340100,340111	安徽省,合肥市,包河区	安徽省	合肥市	包河区	117.285751	31.82956
340102	340100	3	district	瑶海区	340000,340100,340102	安徽省,合肥市,瑶海区	安徽省	合肥市	瑶海区	117.315358	31.86961
340122	340100	3	district	肥东县	340000,340100,340122	安徽省,合肥市,肥东县	安徽省	合肥市	肥东县	117.463222	31.883992
340181	340100	3	district	巢湖市	340000,340100,340181	安徽省,合肥市,巢湖市	安徽省	合肥市	巢湖市	117.874155	31.600518
340123	340100	3	district	肥西县	340000,340100,340123	安徽省,合肥市,肥西县	安徽省	合肥市	肥西县	117.166118	31.719646
340103	340100	3	district	庐阳区	340000,340100,340103	安徽省,合肥市,庐阳区	安徽省	合肥市	庐阳区	117.283776	31.869011
340121	340100	3	district	长丰县	340000,340100,340121	安徽省,合肥市,长丰县	安徽省	合肥市	长丰县	117.164699	32.478548
340104	340100	3	district	蜀山区	340000,340100,340104	安徽省,合肥市,蜀山区	安徽省	合肥市	蜀山区	117.262072	31.855868
341500	340000	2	city	六安市	340000,341500	安徽省,六安市	安徽省	六安市		116.507676	31.752889
341525	341500	3	district	霍山县	340000,341500,341525	安徽省,六安市,霍山县	安徽省	六安市	霍山县	116.333078	31.402456
341503	341500	3	district	裕安区	340000,341500,341503	安徽省,六安市,裕安区	安徽省	六安市	裕安区	116.494543	31.750692
341524	341500	3	district	金寨县	340000,341500,341524	安徽省,六安市,金寨县	安徽省	六安市	金寨县	115.878514	31.681624
341502	341500	3	district	金安区	340000,341500,341502	安徽省,六安市,金安区	安徽省	六安市	金安区	116.503288	31.754491
341522	341500	3	district	霍邱县	340000,341500,341522	安徽省,六安市,霍邱县	安徽省	六安市	霍邱县	116.278875	32.341305
341504	341500	3	district	叶集区	340000,341500,341504	安徽省,六安市,叶集区	安徽省	六安市	叶集区	115.913594	31.84768
341523	341500	3	district	舒城县	340000,341500,341523	安徽省,六安市,舒城县	安徽省	六安市	舒城县	116.944088	31.462848
350000	100000	1	province	福建省	350000	福建省	福建省			119.306239	26.075302
350900	350000	2	city	宁德市	350000,350900	福建省,宁德市	福建省	宁德市		119.527082	26.65924
350981	350900	3	district	福安市	350000,350900,350981	福建省,宁德市,福安市	福建省	宁德市	福安市	119.650798	27.084246
350924	350900	3	district	寿宁县	350000,350900,350924	福建省,宁德市,寿宁县	福建省	宁德市	寿宁县	119.506733	27.457798
350925	350900	3	district	周宁县	350000,350900,350925	福建省,宁德市,周宁县	福建省	宁德市	周宁县	119.338239	27.103106
350923	350900	3	district	屏南县	350000,350900,350923	福建省,宁德市,屏南县	福建省	宁德市	屏南县	118.987544	26.910826
350982	350900	3	district	福鼎市	350000,350900,350982	福建省,宁德市,福鼎市	福建省	宁德市	福鼎市	120.219761	27.318884
350922	350900	3	district	古田县	350000,350900,350922	福建省,宁德市,古田县	福建省	宁德市	古田县	118.743156	26.577491
350902	350900	3	district	蕉城区	350000,350900,350902	福建省,宁德市,蕉城区	福建省	宁德市	蕉城区	119.527225	26.659253
350921	350900	3	district	霞浦县	350000,350900,350921	福建省,宁德市,霞浦县	福建省	宁德市	霞浦县	120.005214	26.882068
350926	350900	3	district	柘荣县	350000,350900,350926	福建省,宁德市,柘荣县	福建省	宁德市	柘荣县	119.898226	27.236163
350100	350000	2	city	福州市	350000,350100	福建省,福州市	福建省	福州市		119.306239	26.075302
350123	350100	3	district	罗源县	350000,350100,350123	福建省,福州市,罗源县	福建省	福州市	罗源县	119.552645	26.487234
350124	350100	3	district	闽清县	350000,350100,350124	福建省,福州市,闽清县	福建省	福州市	闽清县	118.868416	26.223793
350122	350100	3	district	连江县	350000,350100,350122	福建省,福州市,连江县	福建省	福州市	连江县	119.538365	26.202109
350125	350100	3	district	永泰县	350000,350100,350125	福建省,福州市,永泰县	福建省	福州市	永泰县	118.939089	25.864825
350112	350100	3	district	长乐区	350000,350100,350112	福建省,福州市,长乐区	福建省	福州市	长乐区	119.510849	25.960583
350181	350100	3	district	福清市	350000,350100,350181	福建省,福州市,福清市	福建省	福州市	福清市	119.376992	25.720402
350128	350100	3	district	平潭县	350000,350100,350128	福建省,福州市,平潭县	福建省	福州市	平潭县	119.791197	25.503672
350103	350100	3	district	台江区	350000,350100,350103	福建省,福州市,台江区	福建省	福州市	台江区	119.310156	26.058616
350105	350100	3	district	马尾区	350000,350100,350105	福建省,福州市,马尾区	福建省	福州市	马尾区	119.458725	25.991975
350104	350100	3	district	仓山区	350000,350100,350104	福建省,福州市,仓山区	福建省	福州市	仓山区	119.320988	26.038912
350102	350100	3	district	鼓楼区	350000,350100,350102	福建省,福州市,鼓楼区	福建省	福州市	鼓楼区	119.29929	26.082284
350111	350100	3	district	晋安区	350000,350100,350111	福建省,福州市,晋安区	福建省	福州市	晋安区	119.328597	26.078837
350121	350100	3	district	闽侯县	350000,350100,350121	福建省,福州市,闽侯县	福建省	福州市	闽侯县	119.145117	26.148567
350800	350000	2	city	龙岩市	350000,350800	福建省,龙岩市	福建省	龙岩市		117.02978	25.091603
350881	350800	3	district	漳平市	350000,350800,350881	福建省,龙岩市,漳平市	福建省	龙岩市	漳平市	117.42073	25.291597
350823	350800	3	district	上杭县	350000,350800,350823	福建省,龙岩市,上杭县	福建省	龙岩市	上杭县	116.424774	25.050019
350824	350800	3	district	武平县	350000,350800,350824	福建省,龙岩市,武平县	福建省	龙岩市	武平县	116.100928	25.08865
350802	350800	3	district	新罗区	350000,350800,350802	福建省,龙岩市,新罗区	福建省	龙岩市	新罗区	117.030721	25.0918
350803	350800	3	district	永定区	350000,350800,350803	福建省,龙岩市,永定区	福建省	龙岩市	永定区	116.732691	24.720442
350821	350800	3	district	长汀县	350000,350800,350821	福建省,龙岩市,长汀县	福建省	龙岩市	长汀县	116.361007	25.842278
350825	350800	3	district	连城县	350000,350800,350825	福建省,龙岩市,连城县	福建省	龙岩市	连城县	116.756687	25.708506
350300	350000	2	city	莆田市	350000,350300	福建省,莆田市	福建省	莆田市		119.007558	25.431011
350322	350300	3	district	仙游县	350000,350300,350322	福建省,莆田市,仙游县	福建省	莆田市	仙游县	118.694331	25.356529
350304	350300	3	district	荔城区	350000,350300,350304	福建省,莆田市,荔城区	福建省	莆田市	荔城区	119.020047	25.430047
350305	350300	3	district	秀屿区	350000,350300,350305	福建省,莆田市,秀屿区	福建省	莆田市	秀屿区	119.092607	25.316141
350302	350300	3	district	城厢区	350000,350300,350302	福建省,莆田市,城厢区	福建省	莆田市	城厢区	119.001028	25.433737
350303	350300	3	district	涵江区	350000,350300,350303	福建省,莆田市,涵江区	福建省	莆田市	涵江区	119.119102	25.459273
350500	350000	2	city	泉州市	350000,350500	福建省,泉州市	福建省	泉州市		118.589421	24.908853
350526	350500	3	district	德化县	350000,350500,350526	福建省,泉州市,德化县	福建省	泉州市	德化县	118.242986	25.489004
350504	350500	3	district	洛江区	350000,350500,350504	福建省,泉州市,洛江区	福建省	泉州市	洛江区	118.670312	24.941153
350505	350500	3	district	泉港区	350000,350500,350505	福建省,泉州市,泉港区	福建省	泉州市	泉港区	118.912285	25.126859
350525	350500	3	district	永春县	350000,350500,350525	福建省,泉州市,永春县	福建省	泉州市	永春县	118.29503	25.320721
350582	350500	3	district	晋江市	350000,350500,350582	福建省,泉州市,晋江市	福建省	泉州市	晋江市	118.577338	24.807322
350583	350500	3	district	南安市	350000,350500,350583	福建省,泉州市,南安市	福建省	泉州市	南安市	118.387031	24.959494
350521	350500	3	district	惠安县	350000,350500,350521	福建省,泉州市,惠安县	福建省	泉州市	惠安县	118.798954	25.028718
350581	350500	3	district	石狮市	350000,350500,350581	福建省,泉州市,石狮市	福建省	泉州市	石狮市	118.628402	24.731978
350527	350500	3	district	金门县	350000,350500,350527	福建省,泉州市,金门县	福建省	泉州市	金门县	118.323221	24.436417
350524	350500	3	district	安溪县	350000,350500,350524	福建省,泉州市,安溪县	福建省	泉州市	安溪县	118.186014	25.056824
350503	350500	3	district	丰泽区	350000,350500,350503	福建省,泉州市,丰泽区	福建省	泉州市	丰泽区	118.605147	24.896041
350502	350500	3	district	鲤城区	350000,350500,350502	福建省,泉州市,鲤城区	福建省	泉州市	鲤城区	118.588929	24.907645
350200	350000	2	city	厦门市	350000,350200	福建省,厦门市	福建省	厦门市		118.11022	24.490474
350203	350200	3	district	思明区	350000,350200,350203	福建省,厦门市,思明区	福建省	厦门市	思明区	118.087828	24.462059
350206	350200	3	district	湖里区	350000,350200,350206	福建省,厦门市,湖里区	福建省	厦门市	湖里区	118.10943	24.512764
350213	350200	3	district	翔安区	350000,350200,350213	福建省,厦门市,翔安区	福建省	厦门市	翔安区	118.242811	24.637479
350205	350200	3	district	海沧区	350000,350200,350205	福建省,厦门市,海沧区	福建省	厦门市	海沧区	118.036364	24.492512
350211	350200	3	district	集美区	350000,350200,350211	福建省,厦门市,集美区	福建省	厦门市	集美区	118.100869	24.572874
350212	350200	3	district	同安区	350000,350200,350212	福建省,厦门市,同安区	福建省	厦门市	同安区	118.150455	24.729333
350400	350000	2	city	三明市	350000,350400	福建省,三明市	福建省	三明市		117.635001	26.265444
350429	350400	3	district	泰宁县	350000,350400,350429	福建省,三明市,泰宁县	福建省	三明市	泰宁县	117.177522	26.897995
350402	350400	3	district	梅列区	350000,350400,350402	福建省,三明市,梅列区	福建省	三明市	梅列区	117.63687	26.269208
350424	350400	3	district	宁化县	350000,350400,350424	福建省,三明市,宁化县	福建省	三明市	宁化县	116.659725	26.259932
350423	350400	3	district	清流县	350000,350400,350423	福建省,三明市,清流县	福建省	三明市	清流县	116.815821	26.17761
350425	350400	3	district	大田县	350000,350400,350425	福建省,三明市,大田县	福建省	三明市	大田县	117.849355	25.690803
350481	350400	3	district	永安市	350000,350400,350481	福建省,三明市,永安市	福建省	三明市	永安市	117.364447	25.974075
350403	350400	3	district	三元区	350000,350400,350403	福建省,三明市,三元区	福建省	三明市	三元区	117.607418	26.234191
350430	350400	3	district	建宁县	350000,350400,350430	福建省,三明市,建宁县	福建省	三明市	建宁县	116.845832	26.831398
350426	350400	3	district	尤溪县	350000,350400,350426	福建省,三明市,尤溪县	福建省	三明市	尤溪县	118.188577	26.169261
350427	350400	3	district	沙县	350000,350400,350427	福建省,三明市,沙县	福建省	三明市	沙县	117.789095	26.397361
350428	350400	3	district	将乐县	350000,350400,350428	福建省,三明市,将乐县	福建省	三明市	将乐县	117.473558	26.728667
350421	350400	3	district	明溪县	350000,350400,350421	福建省,三明市,明溪县	福建省	三明市	明溪县	117.201845	26.357375
350700	350000	2	city	南平市	350000,350700	福建省,南平市	福建省	南平市		118.178459	26.635627
350722	350700	3	district	浦城县	350000,350700,350722	福建省,南平市,浦城县	福建省	南平市	浦城县	118.536822	27.920412
350724	350700	3	district	松溪县	350000,350700,350724	福建省,南平市,松溪县	福建省	南平市	松溪县	118.783491	27.525785
350782	350700	3	district	武夷山市	350000,350700,350782	福建省,南平市,武夷山市	福建省	南平市	武夷山市	118.032796	27.751733
350723	350700	3	district	光泽县	350000,350700,350723	福建省,南平市,光泽县	福建省	南平市	光泽县	117.337897	27.542803
350781	350700	3	district	邵武市	350000,350700,350781	福建省,南平市,邵武市	福建省	南平市	邵武市	117.491544	27.337952
350783	350700	3	district	建瓯市	350000,350700,350783	福建省,南平市,建瓯市	福建省	南平市	建瓯市	118.321765	27.03502
350725	350700	3	district	政和县	350000,350700,350725	福建省,南平市,政和县	福建省	南平市	政和县	118.858661	27.365398
350721	350700	3	district	顺昌县	350000,350700,350721	福建省,南平市,顺昌县	福建省	南平市	顺昌县	117.80771	26.792851
350703	350700	3	district	建阳区	350000,350700,350703	福建省,南平市,建阳区	福建省	南平市	建阳区	118.12267	27.332067
350702	350700	3	district	延平区	350000,350700,350702	福建省,南平市,延平区	福建省	南平市	延平区	118.178918	26.636079
350600	350000	2	city	漳州市	350000,350600	福建省,漳州市	福建省	漳州市		117.661801	24.510897
350629	350600	3	district	华安县	350000,350600,350629	福建省,漳州市,华安县	福建省	漳州市	华安县	117.53631	25.001416
350681	350600	3	district	龙海市	350000,350600,350681	福建省,漳州市,龙海市	福建省	漳州市	龙海市	117.817292	24.445341
350623	350600	3	district	漳浦县	350000,350600,350623	福建省,漳州市,漳浦县	福建省	漳州市	漳浦县	117.614023	24.117907
350627	350600	3	district	南靖县	350000,350600,350627	福建省,漳州市,南靖县	福建省	漳州市	南靖县	117.365462	24.516425
350626	350600	3	district	东山县	350000,350600,350626	福建省,漳州市,东山县	福建省	漳州市	东山县	117.427679	23.702845
350603	350600	3	district	龙文区	350000,350600,350603	福建省,漳州市,龙文区	福建省	漳州市	龙文区	117.671387	24.515656
350602	350600	3	district	芗城区	350000,350600,350602	福建省,漳州市,芗城区	福建省	漳州市	芗城区	117.656461	24.509955
350625	350600	3	district	长泰县	350000,350600,350625	福建省,漳州市,长泰县	福建省	漳州市	长泰县	117.755913	24.621475
350628	350600	3	district	平和县	350000,350600,350628	福建省,漳州市,平和县	福建省	漳州市	平和县	117.313549	24.366158
350624	350600	3	district	诏安县	350000,350600,350624	福建省,漳州市,诏安县	福建省	漳州市	诏安县	117.176083	23.710834
